,OTU_name,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU_8960,OTU_8960,Bacteria,Acidobacteriota,Subgroup 11,NA,NA,NA,NA
OTU_8989,OTU_8989,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,NA,NA
OTU_8991,OTU_8991,Bacteria,Bacillota,Bacilli,Thermoactinomycetales,Thermoactinomycetaceae,Pasteuria,NA
OTU_9011,OTU_9011,Bacteria,Actinomycetota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,NA,NA
OTU_9014,OTU_9014,Bacteria,Methylomirabilota,Methylomirabilia,Rokubacteriales,NA,NA,NA
OTU_9018,OTU_9018,Bacteria,Myxococcota,Polyangiia,mle1-27,NA,NA,NA
OTU_9028,OTU_9028,Bacteria,Actinomycetota,MB-A2-108,NA,NA,NA,NA
OTU_9029,OTU_9029,Bacteria,Actinomycetota,Actinobacteria,Kitasatosporales,Streptomycetaceae,Streptomyces,NA
OTU_9030,OTU_9030,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,NA
OTU_9032,OTU_9032,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,NA
OTU_9041,OTU_9041,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,NA
OTU_9042,OTU_9042,Bacteria,Bacillota,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,NA
OTU_9052,OTU_9052,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,NA
OTU_9057,OTU_9057,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Pedosphaerales,Pedosphaeraceae,NA,NA
OTU_9061,OTU_9061,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,NA,NA,NA
OTU_9063,OTU_9063,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,NA
OTU_9069,OTU_9069,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
OTU_9070,OTU_9070,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA
OTU_9071,OTU_9071,Bacteria,Actinomycetota,Actinobacteria,Mycobacteriales,Mycobacteriaceae,Mycobacterium,NA
OTU_9077,OTU_9077,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
OTU_9080,OTU_9080,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
OTU_9081,OTU_9081,Bacteria,Actinomycetota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Kribbella,NA
OTU_9082,OTU_9082,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,Psychroglaciecola,NA
OTU_9088,OTU_9088,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,NA
OTU_9126,OTU_9126,Bacteria,Pseudomonadota,Alphaproteobacteria,Azospirillales,Azospirillaceae,NA,NA
OTU_9144,OTU_9144,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidiphilium,NA
OTU_9163,OTU_9163,Bacteria,Actinomycetota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Marmoricola,NA
OTU_9166,OTU_9166,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosocosmicus,NA
OTU_9172,OTU_9172,Bacteria,Actinomycetota,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura,scrupuli
OTU_9176,OTU_9176,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,NA,NA
OTU_9187,OTU_9187,Bacteria,Patescibacteria,Parcubacteria,Candidatus Adlerbacteria,NA,NA,NA
OTU_9209,OTU_9209,Bacteria,Cyanobacteriota,Sericytochromatia,NA,NA,NA,NA
OTU_9211,OTU_9211,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,Roseiarcus,NA
OTU_9214,OTU_9214,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
OTU_9215,OTU_9215,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
OTU_9222,OTU_9222,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,Thermomicrobiaceae,Nitrolancea,NA
OTU_9223,OTU_9223,Bacteria,Armatimonadota,NA,NA,NA,NA,NA
OTU_9225,OTU_9225,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,NA
OTU_9242,OTU_9242,Bacteria,Acidobacteriota,Acidobacteriae,Terriglobales,NA,NA,NA
OTU_9247,OTU_9247,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,NA,NA,NA
OTU_9260,OTU_9260,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
OTU_9268,OTU_9268,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,Brevitalea,NA
OTU_9287,OTU_9287,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Phyllobacterium,NA
OTU_9288,OTU_9288,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
OTU_9290,OTU_9290,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Pedosphaerales,Pedosphaeraceae,NA,NA
OTU_9292,OTU_9292,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,NA,NA
OTU_9296,OTU_9296,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
OTU_9298,OTU_9298,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Ohtaekwangia,NA
OTU_9303,OTU_9303,Bacteria,Actinomycetota,Actinobacteria,Kitasatosporales,Streptomycetaceae,Streptomyces,NA
OTU_9310,OTU_9310,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,NA
OTU_9311,OTU_9311,Bacteria,Planctomycetota,OM190,NA,NA,NA,NA
OTU_9321,OTU_9321,Bacteria,Actinomycetota,Actinobacteria,Kitasatosporales,Streptomycetaceae,Streptomyces,NA
OTU_9330,OTU_9330,Bacteria,Bacillota,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,NA
OTU_9331,OTU_9331,Bacteria,Pseudomonadota,Alphaproteobacteria,NA,NA,NA,NA
OTU_9333,OTU_9333,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,SC-I-84,NA,NA
OTU_9337,OTU_9337,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,NA,NA
OTU_9348,OTU_9348,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,NA
OTU_9350,OTU_9350,Bacteria,Actinomycetota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,NA
OTU_9359,OTU_9359,Bacteria,Patescibacteria,Parcubacteria,NA,NA,NA,NA
OTU_9363,OTU_9363,Bacteria,Actinomycetota,Acidimicrobiia,Microtrichales,Microtrichaceae,NA,NA
OTU_9371,OTU_9371,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,NA
OTU_9376,OTU_9376,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,NA,NA
OTU_9382,OTU_9382,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus,NA
OTU_9386,OTU_9386,Bacteria,Actinomycetota,Thermoleophilia,NA,NA,NA,NA
OTU_9387,OTU_9387,Bacteria,Gemmatimonadota,S0134 terrestrial group,NA,NA,NA,NA
OTU_9388,OTU_9388,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
OTU_9392,OTU_9392,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,NA,NA,NA
OTU_9404,OTU_9404,Bacteria,FCPU426,NA,NA,NA,NA,NA
OTU_9406,OTU_9406,Bacteria,Acidobacteriota,Subgroup 5,NA,NA,NA,NA
OTU_9413,OTU_9413,Bacteria,Acidobacteriota,Holophagae,Subgroup 7,NA,NA,NA
OTU_9421,OTU_9421,Bacteria,Bacillota,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,NA
OTU_9423,OTU_9423,Bacteria,Actinomycetota,Acidimicrobiia,Microtrichales,NA,NA,NA
OTU_9424,OTU_9424,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
OTU_9426,OTU_9426,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,NA
OTU_9429,OTU_9429,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
OTU_9438,OTU_9438,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
OTU_9442,OTU_9442,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Rhodoplanes,NA
OTU_9451,OTU_9451,Bacteria,Chloroflexota,TK10,NA,NA,NA,NA
OTU_9462,OTU_9462,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,NA
OTU_9463,OTU_9463,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Verrucomicrobiaceae,NA,NA
OTU_9464,OTU_9464,Bacteria,Thermodesulfobacteriota,NA,NA,NA,NA,NA
OTU_9472,OTU_9472,Bacteria,Pseudomonadota,Gammaproteobacteria,WD260,NA,NA,NA
OTU_9474,OTU_9474,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,NA
OTU_9476,OTU_9476,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,NA,NA
OTU_9483,OTU_9483,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
OTU_9491,OTU_9491,Bacteria,Actinomycetota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Kribbella,NA
OTU_9492,OTU_9492,Bacteria,Chloroflexota,Ktedonobacteria,C0119,NA,NA,NA
OTU_9510,OTU_9510,Bacteria,Myxococcota,Polyangiia,Polyangiales,Polyangiaceae,Sorangium,NA
OTU_9522,OTU_9522,Bacteria,Sumerlaeota,Sumerlaeia,Sumerlaeales,Sumerlaeaceae,Sumerlaea,NA
OTU_9528,OTU_9528,Bacteria,Armatimonadota,NA,NA,NA,NA,NA
OTU_9532,OTU_9532,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Acidiferrimicrobium,NA
OTU_9545,OTU_9545,Bacteria,Chloroflexota,Chloroflexia,Chloroflexales,Chloroflexaceae,FFCH7168,NA
OTU_9560,OTU_9560,Bacteria,Cyanobacteriota,Vampirivibrionia,Vampirovibrionales,NA,NA,NA
OTU_9565,OTU_9565,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Pseudolabrys,NA
OTU_9573,OTU_9573,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,profundus
OTU_9574,OTU_9574,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus Solibacter,NA
OTU_9583,OTU_9583,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
OTU_9589,OTU_9589,Bacteria,Pseudomonadota,Alphaproteobacteria,Holosporales,Holosporaceae,NA,NA
OTU_9594,OTU_9594,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,NA,NA
OTU_9609,OTU_9609,Bacteria,Chloroflexota,Ktedonobacteria,C0119,NA,NA,NA
OTU_9613,OTU_9613,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA
OTU_9622,OTU_9622,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,Arenimicrobium,NA
OTU_9625,OTU_9625,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Acidiferrimicrobium,NA
OTU_9644,OTU_9644,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
OTU_9646,OTU_9646,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,NA,NA
OTU_9649,OTU_9649,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,NA
OTU_9650,OTU_9650,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,NA,NA,NA
OTU_9660,OTU_9660,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,NA,NA
OTU_9676,OTU_9676,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,NA
OTU_9682,OTU_9682,Bacteria,Cyanobacteriota,Vampirivibrionia,Obscuribacterales,Obscuribacteraceae,NA,NA
OTU_9683,OTU_9683,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
OTU_9684,OTU_9684,Bacteria,Myxococcota,Polyangiia,Haliangiales,Haliangiaceae,NA,NA
OTU_9685,OTU_9685,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,NA
OTU_9688,OTU_9688,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,NA
OTU_9692,OTU_9692,Bacteria,Patescibacteria,Parcubacteria,Candidatus Adlerbacteria,NA,NA,NA
OTU_9698,OTU_9698,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Bradyrhizobium,NA
OTU_9699,OTU_9699,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Phyllobacterium,NA
OTU_9713,OTU_9713,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,NA
OTU_9716,OTU_9716,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,NA
OTU_9729,OTU_9729,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,NA,NA
OTU_9735,OTU_9735,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA
OTU_9737,OTU_9737,Bacteria,Actinomycetota,MB-A2-108,NA,NA,NA,NA
OTU_9740,OTU_9740,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,YM_S32_TM7_50_20,NA,NA
OTU_9753,OTU_9753,Bacteria,Gemmatimonadota,S0134 terrestrial group,NA,NA,NA,NA
OTU_9758,OTU_9758,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Devosiaceae,NA,NA
OTU_9759,OTU_9759,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,NA,NA
OTU_9766,OTU_9766,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Nakamurellaceae,Vallicoccus,NA
OTU_9772,OTU_9772,Bacteria,Acidobacteriota,Subgroup 22,NA,NA,NA,NA
OTU_9789,OTU_9789,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA
OTU_9790,OTU_9790,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
OTU_9793,OTU_9793,Bacteria,Sumerlaeota,Sumerlaeia,Sumerlaeales,Sumerlaeaceae,Sumerlaea,NA
OTU_9801,OTU_9801,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tundrisphaera,NA
OTU_9804,OTU_9804,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Pedosphaerales,Pedosphaeraceae,NA,NA
OTU_9807,OTU_9807,Bacteria,Acidobacteriota,Blastocatellia,??.24,NA,NA,NA
OTU_9822,OTU_9822,Bacteria,Pseudomonadota,Gammaproteobacteria,Salinisphaerales,Nevskiaceae,Polycyclovorans,NA
OTU_9832,OTU_9832,Bacteria,Chloroflexota,Anaerolineae,Aggregatilineales,A4b,NA,NA
OTU_9835,OTU_9835,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,NA
OTU_9839,OTU_9839,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
OTU_9862,OTU_9862,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,NA,NA,NA
OTU_9875,OTU_9875,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,NA
OTU_9876,OTU_9876,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,Xiphinematobacteraceae,Candidatus Xiphinematobacter,NA
OTU_9883,OTU_9883,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,NA,NA,NA
OTU_9886,OTU_9886,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,NA
OTU_9887,OTU_9887,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,NA
OTU_9893,OTU_9893,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Pedosphaerales,Pedosphaeraceae,Ellin517,NA
OTU_9899,OTU_9899,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
OTU_9903,OTU_9903,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,NA
OTU_9920,OTU_9920,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiales Incertae Sedis,NA,NA
OTU_9922,OTU_9922,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,NA,NA
OTU_9927,OTU_9927,Bacteria,Armatimonadota,NA,NA,NA,NA,NA
OTU_9942,OTU_9942,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,NA
OTU_9943,OTU_9943,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,NA
OTU_9944,OTU_9944,Bacteria,Actinomycetota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,NA
OTU_9946,OTU_9946,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
OTU_9951,OTU_9951,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,NA,NA
OTU_9964,OTU_9964,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
OTU_9965,OTU_9965,Bacteria,Chloroflexota,Ktedonobacteria,C0119,NA,NA,NA
OTU_9977,OTU_9977,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
OTU_9982,OTU_9982,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,NA
OTU_10015,OTU_10015,Bacteria,Myxococcota,Polyangiia,Polyangiales,Polyangiaceae,Aetherobacter,NA
OTU_10022,OTU_10022,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Caldovatus,NA
OTU_10052,OTU_10052,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,NA,NA
OTU_10078,OTU_10078,Bacteria,Actinomycetota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,NA
OTU_10079,OTU_10079,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,NA,NA,NA
OTU_10086,OTU_10086,Bacteria,Myxococcota,Polyangiia,Polyangiales,Phaselicystaceae,Phaselicystis,NA
OTU_10089,OTU_10089,Bacteria,Actinomycetota,Actinobacteria,Kitasatosporales,Streptomycetaceae,NA,NA
OTU_10098,OTU_10098,Bacteria,Armatimonadota,NA,NA,NA,NA,NA
OTU_10110,OTU_10110,Bacteria,Pseudomonadota,Alphaproteobacteria,Micropepsales,Micropepsaceae,NA,NA
OTU_10115,OTU_10115,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,NA,NA
OTU_10128,OTU_10128,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,NA
OTU_10133,OTU_10133,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tundrisphaera,NA
OTU_10134,OTU_10134,Bacteria,Actinomycetota,Actinobacteria,Micromonosporales,Micromonosporaceae,Longispora,NA
OTU_10139,OTU_10139,Bacteria,Actinomycetota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA
OTU_10145,OTU_10145,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
OTU_10147,OTU_10147,Bacteria,Bacillota,Bacilli,Thermoactinomycetales,Thermoactinomycetaceae,NA,NA
OTU_10150,OTU_10150,Bacteria,Actinomycetota,Actinobacteria,Streptosporangiales,Streptosporangiaceae,NA,NA
OTU_10154,OTU_10154,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,SC-I-84,NA,NA
OTU_10157,OTU_10157,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,NA,NA
OTU_10167,OTU_10167,Bacteria,Actinomycetota,Actinobacteria,Micromonosporales,Micromonosporaceae,Virgisporangium,NA
OTU_10172,OTU_10172,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
OTU_10176,OTU_10176,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,SC-I-84,NA,NA
OTU_10184,OTU_10184,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
OTU_10193,OTU_10193,Bacteria,Abditibacteriota,Abditibacteriia,Abditibacteriales,Abditibacteriaceae,Abditibacterium,NA
OTU_10194,OTU_10194,Bacteria,Myxococcota,Polyangiia,mle1-27,NA,NA,NA
OTU_10197,OTU_10197,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Acidiferrimicrobium,NA
OTU_10199,OTU_10199,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,NA,NA
OTU_10206,OTU_10206,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,NA
OTU_10228,OTU_10228,Bacteria,Actinomycetota,Actinobacteria,Kitasatosporales,Streptomycetaceae,Streptomyces,NA
OTU_10234,OTU_10234,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Criblamydiaceae,Estrella,NA
OTU_10253,OTU_10253,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,NA,NA,NA
OTU_10266,OTU_10266,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidiphilium,NA
OTU_10270,OTU_10270,Bacteria,Deinococcota,Deinococci,Deinococcales,Trueperaceae,Truepera,NA
OTU_10273,OTU_10273,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,NA
OTU_10279,OTU_10279,Bacteria,Actinomycetota,Actinobacteria,Mycobacteriales,Mycobacteriaceae,Mycobacterium,NA
OTU_10287,OTU_10287,Bacteria,Myxococcota,Polyangiia,Haliangiales,Haliangiaceae,NA,NA
OTU_10290,OTU_10290,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Aquisphaera,NA
OTU_10303,OTU_10303,Bacteria,Sumerlaeota,Sumerlaeia,Sumerlaeales,Sumerlaeaceae,Sumerlaea,NA
OTU_10313,OTU_10313,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,NA
OTU_10324,OTU_10324,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,NA
OTU_10348,OTU_10348,Bacteria,Actinomycetota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,NA,NA
OTU_10379,OTU_10379,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
OTU_10398,OTU_10398,Bacteria,Myxococcota,Polyangiia,Polyangiales,Polyangiaceae,Pajaroellobacter,NA
OTU_10405,OTU_10405,Bacteria,Myxococcota,Polyangiia,Polyangiales,Polyangiaceae,Minicystis,NA
OTU_10431,OTU_10431,Bacteria,Pseudomonadota,Alphaproteobacteria,Puniceispirillales,Puniceispirillales Incertae Sedis,Constrictibacter,NA
OTU_10445,OTU_10445,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,NA,NA
OTU_10447,OTU_10447,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
OTU_10468,OTU_10468,Bacteria,Myxococcota,Polyangiia,Haliangiales,Haliangiaceae,NA,NA
OTU_10504,OTU_10504,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
OTU_10511,OTU_10511,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,Xiphinematobacteraceae,Candidatus Xiphinematobacter,NA
OTU_10513,OTU_10513,Bacteria,Planctomycetota,Phycisphaerae,Pla1 lineage,NA,NA,NA
OTU_10523,OTU_10523,Bacteria,Chloroflexota,Chloroflexia,Chloroflexales,Herpetosiphonaceae,Herpetosiphon,NA
OTU_10530,OTU_10530,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Cytophaga,NA
OTU_10536,OTU_10536,Bacteria,Acidobacteriota,Blastocatellia,??.24,NA,NA,NA
OTU_10540,OTU_10540,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,37-13,NA,NA
OTU_10563,OTU_10563,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
OTU_10565,OTU_10565,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Noviherbaspirillum,NA
OTU_10582,OTU_10582,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,NA
OTU_10598,OTU_10598,Bacteria,Actinomycetota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,NA
OTU_10613,OTU_10613,Bacteria,Actinomycetota,Actinobacteria,Mycobacteriales,Mycobacteriaceae,Mycobacterium,NA
OTU_10619,OTU_10619,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,NA
OTU_10640,OTU_10640,Bacteria,Myxococcota,Polyangiia,Polyangiales,Polyangiaceae,Minicystis,NA
OTU_10643,OTU_10643,Bacteria,Chloroflexota,Ktedonobacteria,C0119,NA,NA,NA
OTU_10647,OTU_10647,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Rhodanobacteraceae,Ahniella,NA
OTU_10658,OTU_10658,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
